Product Description,Price Category
"Krem po którym skóra jest aksamitnie gładka i mocno nawilżona. Jest połączeniem pięknego zapachu który działa energetyzująco i relaksująco oraz przeciwzmarszczkowego działania. Został opracowany, aby wspierać naturalną regenerację Twojej skóry, a jednocześnie zredukować drobne linie i zmarszczki.

Czego możesz się spodziewać? Konsystencja: lekki krem o delikatnej teksturze. Zapach: ziołowy, z nutą pochodzącą z olejków eterycznych - różanego, geraniowego i lawendowego. Skóra: mocno nawilżona, odżywiona, gładka.",0
"Działanie:

- poprawia funkcjonowanie układu krążenia
- wspomaga pracę naczyń krwionośnych
- działa przeciwgrzybicznie, antybakteryjnie i przeciwbólowo
- działa regenerująco i przeciwzapalnie
- skuteczny w kompleksowej terapii trądziku, łuszczycy, atopowego zapalenia skóry
- zawiera też dużo witamin (A, C, E, z grupy B) oraz minerałów. Wymienione substancje razem z zawartymi w oleju kwasami Omega3 i Omega6 stanowią kompozycję składników doskonałą dla zachowania zdrowia, urody i młodości skóry.",0
"Delikatny w konsystencji i skuteczny w działaniu organiczny krem NAFFI dogłębnie nawilża, pielęgnuje i odżywia nawet najwrażliwszą skórę twarzy. Wzmacnia ścianki naczyń krwionośnych, uelastycznia dodatkowo wyrównując koloryt skóry. Łagodzi podrażnienia i przyspiesza regenerację naskórka. Nie pozostawia tłustego filtru na skórze. Świetnie nadaje się pod makijaż.

Dodajemy do niego m.in: bogaty w witaminy olej z awokado źródło nienasyconych kwasów tłuszczowych, aminokwasów i protein, który odżywia skórę oraz przeciwdziała parowaniu z niej wody, olej z pachnotki posiadający bardzo silne właściwości antyoksydacyjne, przyspieszający produkcję kolagenu i elastyny oraz olej z rokitnika - dzięki swoim niezwykłym właściwościom leczniczym zwany ""złotem Syberii"". To źródło witamin C i E - hamuje procesy starzenia skóry poprawia ukrwienie oraz zapobiega powstawaniu przebarwień.

Czego możesz się spodziewać? Konsystencja: lekki krem o delikatnej teksturze. Zapach: intensywny ziołowy, z nutą pochodzącą z olejków eterycznych - lawendowego, cytrynowego i geraniowego. Skóra: mocno nawilżona, odżywiona, gładka, o zdrowym odcieniu.",0
"Naturalny i ekologiczny hydrolat geraniowy znany jest ze swoich właściwości przeciwtrądzikowych oraz łagodzących podrażnienia. Reguluje pracę gruczołów łojowych. Odświeża i koi zmęczoną skórę twarzy. Szczególnie polecany dla cery tłustej, łojotokowej oraz trądzikowej.

Zastosowany w kosmetykach do włosów działa przeciwłupieżowo oraz łagodzi stany zapalne skóry głowy. Poprawia krążenie krwi, wzmacnia i uszczelnia naczynia krwionośne stając się przy tym znakomitym produktem dla cery naczyniowej. Dodatkowo reguluje gospodarkę płynami pomagając przy tym zwalczać cellulit.",0
"Hydrolat z opuncji figowej to surowiec kosmetyczny pozyskiwany jest z owoców opuncji z gatunku Opuntia Ficus-Indica. Tak, jak wszystkie hydrolaty Creamy posiada on właściwości tonizujące, jednak nie jest to jedyne jego działanie. Jest on sprzymierzeńcem skóry dojrzałej, ponieważ zapobiega przedwczesnemu starzeniu się skóry, dzięki zawartości antyoksydantów. Hydrolat z opuncji figowej działa także oczyszczająco dzięki obecności związków olejków eterycznych w postaci np. terpenów. Dlatego też jest on idealny do pielęgnacji skóry twarzy oraz skalpu. Zawarte w tym hydrolacie terpeny działają także kojąco na skórę. Preparat jest szeroko stosowany w kosmetyce – jest odpowiedni dla skóry wrażliwej, tłustej, mieszanej, starzejącej się.

Zastosowanie
Jako samodzielny produkt – tonik – do nawilżania, przemywania skóry. Jako składnik formulacji kosmetycznych – w emulsjach, kremach, balsamach – zamiast wody. W maseczkach z glinkami – jako maseczki.

Ze względu na swoje właściwości może zostać  doceniony przez posiadaczki skóry:

 wrażliwej  – koi skórę
 starzejącej się, dojrzałej – wykazuje działanie anti-aging
 tłustej, problematycznej – pomaga oczyścić skórę",0
"Intensywne serum o działaniu ujędrniającym i przeciwzmarszczkowym. Uelastycznia i wzmacnia skórę, stymulując jednocześnie odnowę komórek skóry i hamując proces jej starzenia się. Usuwa toksyny oraz dotlenia skórę, poprawiając jej wygląd, koloryt i strukturę.

Zawiera olej z baobabu, który wzmacnia, zmiękcza oraz uelastycznia skórę, pomagając redukować zmarszczki, olejek z wiesiołka, którego zadaniem jest dotlenić, odżywić i poprawić ogólną kondycję skóry, a także zahamować proces jej starzenia się oraz olejek mirrowy. Ten cudowny specyfik stosowany jest do pielęgnacji ciała od ponad 2000 lat. Ma on wyjątkowe właściwości wygładzające, przeciwzmarszczkowe i tonizujące. Jego charakterystyczny zapach stymuluje część mózgu odpowiedzialną za kontrolę emocji, dzięki czemu relaksuje i wycisza.

Serum Intensywna nocna regeneracja to prawdziwy zastrzyk witamin i mikroelementów, który wzmocni odporność immunologiczną naskórka i przywróci mu młodzieńczy wygląd w czasie gdy ty głęboko śpisz.

Czego się możesz spodziewać? Konsystencja: lekki, dobrze wchłanialny olejek. Zapach: orientalny z wyczuwalną nutą paczuli i mirry. Działanie: regenerujące, odżywcze, przeciwzmarszczkowe, ujędrniające, ochronne.",0
"Działanie:

- posiada właściwości regeneracyjne zniszczonej warstwy skóry
- poprawia koloryt skóry
- niweluje niedoskonałości
- uszczelnia i zapobiega pękaniu naczynek krwionośnych
- pomaga w leczeniu trądziku różowatego
- głęboko oczyszcza skórę, odżywia i matuje
- zapobiega namnażaniu szkodliwych mikroorganizmów
- działa jak naturalny antybiotyk",0
"Oleum naczynkowe do pielęgnacji wrażliwej skóry twarzy to doskonały preparat do codziennego wzmacniania i ochrony. Systematycznie stosowane redukuje zaczerwienienia, koi podrażnienia, niweluje uczucie pieczenia i ściągnięcia skóry. Wzmacnia system obronny skóry, zwiększa jej odporność na negatywne działanie czynników zewnętrznych, takich jak wiatr, nagłe zmiany temperatury otoczenia, zanieczyszczenie środowiska.

Escyna zawarta w kwiatach i korze kasztanowca hamuje aktywność enzymów działających destrukcyjnie na ścianki naczyń włosowatych, dzięki czemu uszczelnia je, poprawia ich elastyczność i zwiększa ich odporność na rozszerzanie się i pękanie. Uszczelniająco i przeciwzapalnie działają także flawonoidy i kumaryna.

Ziele ruty zwyczajnej zawiera duże ilości olejków eterycznych, związków kumarynowych, alkaloidów, flawonoidów, a także kwasów organicznych, soli mineralnych i witaminy C. Wykazują głównie działanie uspokajające i wzmacniające drobne naczynia krwionośne. Kumaryna zawarta w ekstrakcie z ziela nostrzyka żółtego wzmacnia naczynia limfatyczne i pobudza przepływ krwi, zapobiega łamliwości drobnych naczyń krwionośnych i ich zakrzepicy.

Nagietek lekarski charakateryzuje się zdolnością regeneracyjną zniszczonego, spękanego naskóra, różnych drobnych skaleczeń i oparzeń. Przyspiesza regenerację, działa  przeciwzapalne
i odżywczo.

Olej arganowy jest doskonały na dojrzałą i starzejącą się skórę, wzmacniając barierę naskórkową poprawia nawilżenie skóry, chroni przed przedwczesnym pojawieniem się zmarszczek. Dzięki zawartości fitosteroli posiada właściwości antyzapalne i chroniące skórę przed niekorzystnymi czynnikami atmosferycznymi.

Masło karite ma właściwości nawilżające, zmiękczające skórę, kojące, przeciwzmarszczkowe. Na wiele godzin jak opatrunek zabezpiecza wrażliwą skórę przed działaniem niekorzystnych czynników atmosferycznych.

Olejek cyprysowy jest niezastąpionym składnikiem kuracji przeciwzmarszczkowej i opóźniającej starzenie się skóry. Ponadto stosuje się go do leczenia stanów zapalnych skóry, przy pękaniu naczyń krwionośnych, obrzękach, wysiękach i zapobieganiu powstawania żylaków.

Olejek geraniowy ma szerokie spektrum korzystnych działań na skórę – reguluje wydzielanie sebum, ma właściwości uszczelniające naczynia krwionośne, koi podrażnienia i oparzenia, ma działanie przeciwbakteryjne, przeciwgrzybiczne, przeciwwirusowe i przeciwpasożytnicze. Jest pomocny w walce z egzemą i innymi niedoskonałościami skóry. Łagodzi objawy towarzyszące menopauzie. Ponadto jest cennym środkiem przeciwdepresyjnym.",0
"Przeznaczone do pielęgnacji skór podrażnionych, uszkodzonych, popękanych i łuszczących się. Regeneruje skórę, koi, łagodzi i pomaga uporać się z niemal wszystkimi jej niedoskonałościami. Niweluje szorstkość, nawilża i wygładza. Działa też przeciwzapalnie oraz przeciwdziała rozstępom.

OLEUM – magiczne połączenie leku i kosmetyku – cudownie działający koktajl złożony ze świeżych ziół pozyskiwanych z własnych ekologicznych plantacji oraz organicznych olejów i maseł roślinnych sprowadzanych z całego świata. To wszystko zamknięte w aptecznym, poddającym się recyklingowi słoiczku. Terapia i pielęgnacja w jednym – zdrowie i uroda… a w prezencie kropelka aromaterapii ;-)

Nagietek lekarski, wiecznie uśmiechnięte złote słoneczko w naszym zielnym ogrodzie, jest jedną z najbardziej uniwersalnych roślin leczniczych i kosmetycznych, o czym decyduje niezwykle bogaty skład substancji aktywnych. Zawiera saponiny i alkohole triterpenowe oraz ich estry, sterole, karotenoidy, flawonoidy, kumaryny, olejek eteryczny. W płatkach kwiatowych są również związki śluzowe, kwasy organiczne, gorycze, żywice, poliacetyleny i polisacharydy, witamina C i sole mineralne.
Preparaty z nagietka wykorzystuje się w leczeniu oparzeń termicznych oraz słonecznych, a także różnego rodzaju zranień skóry, gdyż roślina ta wykazuje działanie przyśpieszające gojenie, przeciwzapalne i przeciwobrzękowe. Obecność polifenoli i flawonoidów powoduje, że nagietek posiada właściwości antyoksydacyjne. Nagietek oraz otrzymywane z niego przetwory działają bakteriobójczo, grzybobójczo, są również skuteczne w stosunku do wirusów.
Nagietek lekarski doskonale regeneruje skórę, pomaga uporać się z niemal wszystkimi jej niedoskonałościami – zaskórnikami, trądzikiem, łuszczeniem się, przeciwdziała rozstępom. Likwiduje szorstkość skóry, nawilża i zmiękcza. Działa też wygładzająco i ochronnie dzięki właściwościom antyoksydacyjnym.

Olej z pestek winogron jest najbogatszym źródłem kwasu linolowego oraz naturalnej witaminy E, która jest doskonałym antyutleniaczem. Ponadto zawiera witaminę B6, lecytynę, przeciwutleniające flawonoidy i resweratrol, a także wiele minerałów. Dzięki temu pomaga hamować procesy starzenia się skóry, regeneruje ją i odżywia, ma właściwości łagodzące podrażnienia, tonizujące i przeciwzapalne
Po zastosowaniu bezpośrednio na skórę doskonale się wchłania, nie pozostawiając na niej tłustej warstwy. Skóra staje się gładka i rozświetlona, poprawia się jej jędrność i napięcie, wzmocniona zostaje lipidowa struktura naskórka.

Masło shea, zwane również masłem karité (z francuskiego ""życie""), jest aromatycznym tłuszczem otrzymywanym z nasion drzewa masłowego.
Stanowi naturalny filtr UV, działa przeciwzapalnie, antybakteryjnie, przeciwstarzeniowo, zmniejsza rozstępy. Jest to również wspaniały środek leczniczy, ponieważ przyśpiesza bliznowacenie ran i oparzeń. Ponadto zawiera witaminę F, która przynosi ulgę zmęczonym, napiętym i bolącym mięśniom, powodując ich rozluźnienie.

Do 90% składa się z kwasu oleinowego i stearynowego. Ilość nienasyconych kwasów tłuszczowych znacznie przewyższa tą zawartą w maśle kakaowym czy innych naturalnych masłach roślinnych. Nienasycone kwasy tłuszczowe są kluczowym składnikiem przy odmładzaniu i nawilżaniu skóry - dzięki głębokiej penetracji skóry, natłuszczają ją oraz nawilżają. Masło shea pomaga więc utrzymać wilgoć i zmniejszyć utratę wody tworząc barierę ochronną na powierzchni skóry, poprzez wiązanie wody (obniża współczynnik TEWL) zapobiegając przesuszeniu i łuszczeniu się skóry.
Jednocześnie doskonale się wchłania nie pozostawiając tłustej warstwy, długo zaś pozostaje w głębszych warstwach skóry.
Niezaprzeczalnie dzięki swemu pochodzeniu wnosi też powiew egzotyki do kosmetyków.

Olej z owoców rokitnika przede wszystkim przyspiesza regenerację skóry i proces gojenia ran, łagodzi stany zapalne i ból. Ma silne działanie antyoksydacyjne, jego stosowanie opóźnia więc procesy starzenia skóry oraz wzmacnia naczynia krwionośne. Olej łagodzi podrażnienia, wspomaga leczenie egzem, ma działanie antybakteryjne i przeciwzapalne. Ponadto nawilża i wygładza skórę oraz chroni ją przed szkodliwym wpływem promieniowania UVB.
Znajduje zastosowanie jako składnik preparatów do skóry suchej, łuszczącej się, wrażliwej z osłabionymi naczynkami.

Wosk pszczeli naturalny tworzy na powierzchni warstwę okluzyjną (film), która zapobiega nadmiernemu odparowywaniu wody z powierzchni (jest to pośrednie działanie nawilżające). Dzięki temu kondycjonuje, czyli zmiękcza i wygładza skórę, nadaje jej połysk, wykazuje działanie regenerujące.
Amatorów miodu urzeka ponadto swoim cudownym słodkim zapachem.",0
"Działanie:

- poprawia funkcjonowanie układu krążenia
- wspomaga pracę naczyń krwionośnych
- działa przeciwgrzybicznie, antybakteryjnie i przeciwbólowo
- działa regenerująco i przeciwzapalnie
- skuteczny w kompleksowej terapii trądziku, łuszczycy, atopowego zapalenia skóry
- zawiera też dużo witamin (A, C, E, z grupy B) oraz minerałów. Wymienione substancje razem z zawartymi w oleju kwasami Omega3 i Omega6 stanowią kompozycję składników doskonałą dla zachowania zdrowia, urody i młodości skóry.",0
"Delikatny, kojąco-rewitalizujący żel do mycia ciała i twarzy, skomponowany na delikatnej naturalnej bazie myjącej.<span class=""Apple-converted-space""> Łagodnie myje i odświeża skórę.</span>

Dlaczego działa?
<ol>
 	<li> Rise and shine to delikatny, naturalny żel do mycia ciała i twarzy o właściwościach kojących, wzmacniających oraz przyjemnym, apetycznym zapachu mango.</li>
 	<li> Jego baza została oparta na łagodnych, roślinnych substancjach myjących, które doskonale oczyszczają skórę, nie wywołując przy tym jej przesuszenia i podrażnień.</li>
 	<li>Dzięki zastosowaniu składników o działaniu kojącym i naprawczym, polecany jest w szczególności w okresie częstej ekspozycji na promienie słoneczne. Doskonale sprawdza się również do codziennego, łagodnego mycia skóry wyjątkowo podatnej na podrażnienia.</li>
 	<li> Innowacyjny fitokompleks Dermasooth™ (bazylia azjatycka, ostropest i zielone algi)wykazuje szerokie działanie kojące. Zmniejsza dyskomfort i zaczerwienienie skóry, wywołane drażniącymi czynnikami zewnętrznymi (np. goleniem, depilacją), a także nadmierną ekspozycją na promienie słoneczne. Hamuje rozwój procesów zapalnych i przyspiesza powrót skóry do fizjologicznej równowagi. Poprawia barierową funkcję skóry, chroniąc ją przed wolnymi rodnikami. Zabezpiecza także włókna kolagenowe przed osłabieniem i degradacją.</li>
 	<li>Działanie Dermasooth™ wspaniale uzupełniaekstrakt z korzenia rabarbaru. Posiada on silne właściwości antyoksydacyjne i antyseptyczne. Odświeża, uspokaja i rewitalizuje skórę. Wspomaga jej regenerację po ekspozycji na promienie słoneczne oraz przyspiesza gojenie oparzeń i zmian skórnych. Zapobiega także fotostarzeniu i powstawaniu przebarwień.</li>
 	<li>Dodany do żelu, naturalny olej marchewkowydostarcza skórze cennych kwasów tłuszczowych, witamin i minerałów. Jest niezwykle bogaty w witaminę A i karoteny, dzięki czemu działa fotoochronnie, odmładzająco i antyutleniająco. Przyspiesza regenerację i leczenie poparzeń słonecznych. W naturalny sposób zabezpiecza skórę przed szkodliwym działaniem promieni UV, ułatwiając jednocześnie uzyskanie jednolitej opalenizny.</li>
 	<li> Kwas mlekowyoptymalizuje pH skóry. Wraz z glicerynąorganiczną zapewnia właściwe nawilżenie i ochronę przed przesuszeniem naskórka.</li>
 	<li> Żel pozostawia skórę świeżą, oczyszczoną i komfortowo wyciszoną. Prysznic z jego użyciem stanowi doskonałe rozpoczęcie i zakończenie każdego dnia.</li>
</ol>
Sekretna receptura:

Dermasooth™- naturalny fitokompleks z tulsi (bazylii azjatyckiej), ostropestu plamistego oraz zielonej algi. Efektywnie łagodzi podrażnienia skóry, wywołane zewnętrznymi czynnikami drażniącymi oraz nadmierną ekspozycją na promienie słoneczne. Hamuje reakcje prozapalne, łagodzi zaczerwienienie i uczucie dyskomfortu. Działa silnie antyoksydacyjnie i regeneracyjnie, zwiększa odporność skóry. Ochrania i wzmacnia strukturę kolagenową.

Ekstrakt z korzenia rabarbaru-zawiera substancje garbnikowe, taniny, flawonoidy, kwasy (szczawiowy, jabłkowy, cytrynowy), witaminę C, proteiny. Działa antyoksydacyjnie, antyseptycznie i przeciwzapalnie. Wspomaga regenerację skóry po ekspozycji na promienie słoneczne, przyspiesza gojenie oparzeń i zmian skórnych. Redukuje obrzęki i podrażnienia, rewitalizuje i odświeża skórę. Zapobiega fotostarzeniu oraz powstawaniu przebarwień.

Olej marchewkowy- bogate źródło witamin, minerałów i karotenów. Doskonale pielęgnuje skórę suchą i dojrzałą, działa antyoksydacyjnie i fotoochronnie. Naturalnie zabezpiecza skórę przed szkodliwym działaniem promieni UV, ułatwiając jednocześnie uzyskanie ładnej, jednolitej opalenizny. Wspomaga także regenerację i leczenie poparzeń słonecznych.

Gliceryna organiczna- długotrwale i głęboko nawilża, zatrzymuje wodę w naskórku.",0
"Działanie:

- ma działanie nawilżające
- pobudza skórę do produkcji nowych komórek kolagenowych i elastylowych
- zmniejsza przebarwienia i wyrównuje koloryt
- wzmacnia naczynka krwionośne
- stosuje się go w profilaktyce przeciwzmarszczkowej
- regeneruje i kondycjonuje skórę
- działa przeciwzmarszczkowo
- goi, redukuje blizny oraz rozstępy
- ułatwia regenerację skóry
- poprawia elastyczność skóry
- spowalnia proces starzenia się skóry
- poprawia koloryt
- wspomaga leczenie łuszczycy i egzemy
- zawartość witaminy A w postaci karotenów oraz trans-retinolu, powoduje intensywne właściwości regenerujące i kondycjonujące skórę.",0
"Regenerujący, ochronny krem, o konsystencji lekkiej pianki. Pielęgnuje skórę, czyniąc ją miękką i elastyczną. Chroni przed działaniem szkodliwych czynników zewnętrznych i dogłębnie odżywia. Przyśpiesza regenerację naskórka. Może służyć jako ochronny krem do twarzy na zimę lub krem do rąk.

Jednym z głównych składników kremu ochronnego jest masło shea, które znakomicie natłuszcza i wygładza skórę, skutecznie ją chroni oraz łagodzi podrażnienia. Dodajemy do niego także: olej z pestek winogron - remedium dla przesuszonej skóry, olej konopny - naturalny antyoksydant przywracający skórze sprężystość i elastyczność oraz olejek lawendowy, który przyspiesza gojenie, a ponadto uspokaja w stanach huśtawek emocjonalnych, zmęczenia i stresu. Krem nie zawiera wody.

Czego się możesz spodziewać? Konsystencja: lekka pianka, która na skórze zamienia się w olej. Zapach: ziołowy z przewagą lawendy i rumianku. Skóra: natłuszczona, odżywiona i zabezpieczona przez czynnikami zewnętrznymi.

&nbsp;",0
"Delikatne mydło MIŚ z lanoliną

Zdecydowanie najdelikatniejsze mydło u Czterech Szpaków. Brak olejków eterycznych i barwników czyni Misia mydłem prostym, acz szlachetnym. Jest to godny następca jednego z naszych najlepszych kosmetyków ever – mydła Len i Rumianek.

W składzie tej kostki znajdziesz między innymi lanolinę (czyli surowiec pozyskiwany z owczej wełny), która zmiękcza skórę i w naturalny sposób reguluje jej gospodarkę wodną. Lanolina od niepamiętnych czasów znajduje zastosowanie w medycynie jako surowiec używany w maściach i kremach – głównie ze względu na swoje właściwości oczyszczające, wygładzające i natłuszczające. Lanolina tworzy na powierzchni naskórka delikatny film, który zmniejsza odparowywanie wody.

Kolejnym skarbem użytym do wytworzenia mydła Miś jest masło kakaowe, które – dzięki wysokiej zawartości substancji aktywnych (np. sitosteroli) – spowalnia proces starzenia skóry. Obecne w maśle kakaowym potas, magnez, wapno, żelazo oraz kwas oleinowy pozytywnie wpływają na regenerację naskórka.

Miś ma delikatną, acz całkiem gęstą, przyjemną pianę. Pachnie… neutralnie, lekko, czysto. Dokładnie tak, jak powinien pachnieć dobry naturalny kosmetyk.

Mydło Miś polecamy wszystkim mamom, które kupowały mydło Len i Rumianek ze względu na swoje dzieci.

Nasze mydła tworzymy ręcznie metodą na zimno. Nie używamy maszyn i skomplikowanych algorytmów – cały proces to czyste rzemiosło. Każda kostka jest dzięki temu nieco inna i nie zawsze wygląda tak, jak ta na zdjęciu.

Jeśli na górnej krawędzi mydła zauważysz delikatny biały nalot – nie przejmuj się, to czysta gliceryna, która wytrąca się w czasie procesu zmydlania.",0
